block_id,hardness,blast_resistance
storagedrawers:dark_oak_trim,3,4
storagedrawers:mangrove_trim,3,4
storagedrawers:cherry_trim,3,4
storagedrawers:bamboo_trim,3,4
storagedrawers:crimson_trim,3,4
storagedrawers:warped_trim,3,4
storagedrawers:framed_trim,3,4
storagedrawers:controller,4,5
storagedrawers:controller_slave,4,5
storagedrawers:framed_controller,4,5
storagedrawers:framed_controller_io,4,5
storagedrawers:framing_table,3,4
storagedrawers:meta_locked,0,0
storagedrawers:meta_claimed,0,0
storagedrawers:meta_locked_claimed,0,0
storagedrawers:meta_void,0,0
storagedrawers:meta_shroud,0,0
storagedrawers:meta_indicator,0,0
storagedrawers:meta_comp_indicator,0,0
storagedrawers:meta_priority_p1,0,0
storagedrawers:meta_priority_p2,0,0
storagedrawers:meta_priority_n1,0,0
storagedrawers:meta_priority_n2,0,0
storagedrawers:meta_missing_slot_1_1,0,0
storagedrawers:meta_missing_slot_2_1,0,0
storagedrawers:meta_missing_slot_2_2,0,0
storagedrawers:meta_missing_slot_4_1,0,0
storagedrawers:meta_missing_slot_4_2,0,0
storagedrawers:meta_missing_slot_4_3,0,0
storagedrawers:meta_missing_slot_4_4,0,0
storagedrawers:meta_framed_drawers_side,0,0
storagedrawers:meta_framed_drawers_trim,0,0
storagedrawers:meta_framed_drawers_front,0,0
storagedrawers:meta_framed_drawers_shading,0,0
storagedrawers:meta_framed_trim_side,0,0
storagedrawers:meta_framed_trim_trim,0,0
storagedrawers:meta_framed_controller_side,0,0
storagedrawers:meta_framed_controller_trim,0,0
storagedrawers:meta_framed_controller_front,0,0
storagedrawers:meta_framed_controller_shading,0,0
storagedrawers:meta_framed_controller_io_side,0,0
storagedrawers:meta_framed_controller_io_trim,0,0
storagedrawers:meta_framed_controller_io_shading,0,0
storagedrawers:meta_framed_compdrawers_2_side,0,0
storagedrawers:meta_framed_compdrawers_2_trim,0,0
storagedrawers:meta_framed_compdrawers_2_front,0,0
storagedrawers:meta_framed_compdrawers_2_shading,0,0
storagedrawers:meta_framed_compdrawers_3_side,0,0
storagedrawers:meta_framed_compdrawers_3_trim,0,0
storagedrawers:meta_framed_compdrawers_3_front,0,0
storagedrawers:meta_framed_compdrawers_3_shading,0,0
storagedrawers:keybutton_drawer,0,0
storagedrawers:keybutton_quantify,0,0
storagedrawers:keybutton_concealment,0,0
morelights:small_light_with_reflector,1.5,6
morelights:small_cage_light,1.5,6
morelights:small_tube_light,1.5,6
morelights:skinny_tube_light,1.5,6
morelights:pyle_headlight,1.5,6
morelights:small_armored_light,1.5,6
morelights:small_green_sconce,1.5,6
morelights:small_edison_bulb,1.5,6
create_radar:monitor,3,6
create_radar:radar_bearing,3,6
create_radar:radar_receiver_block,3,6
create_radar:radar_dish_block,3,6
create_radar:radar_plate_block,3,6
create_radar:auto_yaw_controller,3,6
create_radar:auto_pitch_controller,3,6
createbigcannons:log_cannon_chamber,2,2
createbigcannons:log_cannon_end,2,2
createbigcannons:wrought_iron_cannon_chamber,5,6
createbigcannons:wrought_iron_cannon_end,5,6
createbigcannons:wrought_iron_drop_mortar_end,5,6
createbigcannons:cast_iron_cannon_barrel,5,6
createbigcannons:cast_iron_cannon_chamber,5,6
createbigcannons:cast_iron_cannon_end,5,6
createbigcannons:cast_iron_quickfiring_breech,5,6
createbigcannons:cast_iron_sliding_breech,5,6
createbigcannons:unbored_cast_iron_cannon_barrel,5,6
createbigcannons:unbored_cast_iron_cannon_chamber,5,6
createbigcannons:incomplete_cast_iron_sliding_breech,5,6
createbigcannons:unbored_cast_iron_sliding_breech,5,6
createbigcannons:bronze_cannon_barrel,5,6
createbigcannons:bronze_cannon_chamber,5,6
createbigcannons:bronze_cannon_end,5,6
createbigcannons:bronze_quickfiring_breech,5,6
createbigcannons:bronze_sliding_breech,5,6
createbigcannons:unbored_bronze_cannon_barrel,5,6
createbigcannons:unbored_bronze_cannon_chamber,5,6
createbigcannons:incomplete_bronze_sliding_breech,5,6
createbigcannons:unbored_bronze_sliding_breech,5,6
createbigcannons:steel_cannon_barrel,50,1200
createbigcannons:built_up_steel_cannon_barrel,50,1200
createbigcannons:steel_cannon_chamber,50,1200
createbigcannons:built_up_steel_cannon_chamber,50,1200
createbigcannons:thick_steel_cannon_chamber,50,1200
createbigcannons:very_small_steel_cannon_layer,50,1200
createbigcannons:small_steel_cannon_layer,50,1200
createbigcannons:medium_steel_cannon_layer,50,1200
createbigcannons:large_steel_cannon_layer,50,1200
createbigcannons:very_large_steel_cannon_layer,50,1200
createbigcannons:unbored_very_small_steel_cannon_layer,50,1200
createbigcannons:unbored_small_steel_cannon_layer,50,1200
createbigcannons:unbored_medium_steel_cannon_layer,50,1200
createbigcannons:unbored_large_steel_cannon_layer,50,1200
createbigcannons:unbored_very_large_steel_cannon_layer,50,1200
createbigcannons:steel_quickfiring_breech,50,1200
createbigcannons:steel_sliding_breech,50,1200
createbigcannons:incomplete_steel_sliding_breech,50,1200
createbigcannons:unbored_steel_sliding_breech,50,1200
createbigcannons:steel_screw_breech,50,1200
createbigcannons:incomplete_steel_screw_breech,50,1200
createbigcannons:unbored_steel_screw_breech,50,1200
createbigcannons:nethersteel_cannon_barrel,50,1200
createbigcannons:built_up_nethersteel_cannon_barrel,50,1200
createbigcannons:nethersteel_cannon_chamber,50,1200
createbigcannons:built_up_nethersteel_cannon_chamber,50,1200
createbigcannons:thick_nethersteel_cannon_chamber,50,1200
createbigcannons:very_small_nethersteel_cannon_layer,50,1200
createbigcannons:small_nethersteel_cannon_layer,50,1200
createbigcannons:medium_nethersteel_cannon_layer,50,1200
createbigcannons:large_nethersteel_cannon_layer,50,1200
createbigcannons:very_large_nethersteel_cannon_layer,50,1200
createbigcannons:unbored_very_small_nethersteel_cannon_layer,50,1200
createbigcannons:unbored_small_nethersteel_cannon_layer,50,1200
createbigcannons:unbored_medium_nethersteel_cannon_layer,50,1200
createbigcannons:unbored_large_nethersteel_cannon_layer,50,1200
createbigcannons:unbored_very_large_nethersteel_cannon_layer,50,1200
createbigcannons:nethersteel_screw_breech,50,1200
createbigcannons:incomplete_nethersteel_screw_breech,50,1200
createbigcannons:unbored_nethersteel_screw_breech,50,1200
createbigcannons:cast_iron_autocannon_barrel,5,6
createbigcannons:cast_iron_autocannon_breech,5,6
createbigcannons:cast_iron_autocannon_recoil_spring,5,6
createbigcannons:incomplete_cast_iron_autocannon_recoil_spring,5,6
createbigcannons:incomplete_cast_iron_autocannon_breech,5,6
createbigcannons:unbored_cast_iron_autocannon_barrel,5,6
createbigcannons:unbored_cast_iron_autocannon_recoil_spring,5,6
createbigcannons:unbored_cast_iron_autocannon_breech,5,6
createbigcannons:bronze_autocannon_barrel,5,6
createbigcannons:bronze_autocannon_breech,5,6
createbigcannons:bronze_autocannon_recoil_spring,5,6
createbigcannons:incomplete_bronze_autocannon_recoil_spring,5,6
createbigcannons:incomplete_bronze_autocannon_breech,5,6
createbigcannons:unbored_bronze_autocannon_barrel,5,6
createbigcannons:unbored_bronze_autocannon_recoil_spring,5,6
createbigcannons:unbored_bronze_autocannon_breech,5,6
createbigcannons:steel_autocannon_barrel,5,6
createbigcannons:steel_autocannon_breech,5,6
createbigcannons:steel_autocannon_recoil_spring,5,6
createbigcannons:incomplete_steel_autocannon_recoil_spring,5,6
createbigcannons:incomplete_steel_autocannon_breech,5,6
createbigcannons:unbored_steel_autocannon_barrel,5,6
createbigcannons:unbored_steel_autocannon_recoil_spring,5,6
createbigcannons:unbored_steel_autocannon_breech,5,6
createbigcannons:cannon_loader,3,6
createbigcannons:ram_head,1.5,1.5
createbigcannons:worm_head,1.5,1.5
createbigcannons:cannon_mount,3,6
createbigcannons:yaw_controller,3,6
createbigcannons:cannon_mount_extension,3,6
createbigcannons:fixed_cannon_mount,3,6
createbigcannons:cannon_carriage,2,3
createbigcannons:cannon_drill,3,6
createbigcannons:cannon_drill_bit,1.5,1.5
createbigcannons:cannon_builder,3,6
createbigcannons:cannon_builder_head,1.5,1.5
createbigcannons:built_up_cannon,50,1200
createbigcannons:cast_iron_block,5,6
createbigcannons:nethersteel_block,50,1200
createbigcannons:solid_shot,2,3
createbigcannons:he_shell,2,3
createbigcannons:shrapnel_shell,2,3
createbigcannons:ap_shot,2,3
createbigcannons:traffic_cone,0,0
createbigcannons:ap_shell,2,3
createbigcannons:fluid_shell,2,3
createbigcannons:smoke_shell,2,3
createbigcannons:bag_of_grapeshot,0.8,0.8
createbigcannons:mortar_stone,1.5,6
createbigcannons:mortar_stone_projectile,1.5,6
createbigcannons:drop_mortar_shell,2,3
createbigcannons:powder_charge,0,0
createbigcannons:big_cartridge,0,0
createbigcannons:autocannon_ammo_container,0,2.5
createbigcannons:creative_autocannon_ammo_container,0,2.5
createbigcannons:casting_sand,0.5,0.5
createbigcannons:cannon_cast,0.5,0.5
createbigcannons:finished_cannon_cast,0.5,0.5
createbigcannons:very_small_cast_mould,2,3
createbigcannons:small_cast_mould,2,3
createbigcannons:medium_cast_mould,2,3
createbigcannons:large_cast_mould,2,3
createbigcannons:very_large_cast_mould,2,3
createbigcannons:cannon_end_cast_mould,2,3
createbigcannons:sliding_breech_cast_mould,2,3
createbigcannons:screw_breech_cast_mould,2,3
createbigcannons:autocannon_breech_cast_mould,2,3
createbigcannons:autocannon_recoil_spring_cast_mould,2,3
createbigcannons:autocannon_barrel_cast_mould,2,3
createbigcannons:basin_foundry_lid,1.5,6
createbigcannons:molten_cast_iron,100,100
createbigcannons:molten_bronze,100,100
createbigcannons:molten_steel,100,100
createbigcannons:molten_nethersteel,100,100
create:schematicannon,3.5,3.5
create:schematic_table,2.5,2.5
create:shaft,1.5,6
create:cogwheel,1.5,6
create:large_cogwheel,1.5,6
create:andesite_encased_shaft,1.5,6
create:brass_encased_shaft,1.5,6
create:andesite_encased_cogwheel,1.5,6
create:brass_encased_cogwheel,1.5,6
create:andesite_encased_large_cogwheel,1.5,6
create:brass_encased_large_cogwheel,1.5,6
create:gearbox,1.5,6
create:clutch,1.5,6
create:gearshift,1.5,6
create:encased_chain_drive,1.5,6
create:adjustable_chain_gearshift,1.5,6
create:belt,0.8,0.8
create:creative_motor,1.5,6
create:water_wheel,2,2
create:large_water_wheel,2,2
create:water_wheel_structure,2,2
create:encased_fan,1.5,6
create:nozzle,1.5,6
create:turntable,2,2
create:hand_crank,2,2
create:cuckoo_clock,2,2
create:mysterious_cuckoo_clock,2,2
create:millstone,1.5,6
create:crushing_wheel,1.5,6
create:crushing_wheel_controller,0,0
create:mechanical_press,1.5,6
create:mechanical_mixer,1.5,6
create:basin,1.5,6
create:blaze_burner,3,6
create:lit_blaze_burner,3,6
create:depot,1.5,6
create:weighted_ejector,1.5,6
create:chute,3,6
create:smart_chute,3,6
create:speedometer,2,2
create:stressometer,2,2
create:wooden_bracket,0,0
create:metal_bracket,0,0
create:fluid_pipe,3,6
create:encased_fluid_pipe,3,6
create:glass_fluid_pipe,3,6
create:mechanical_pump,3,6
create:smart_fluid_pipe,3,6
create:fluid_valve,3,6
create:copper_valve_handle,3,6
create:white_valve_handle,3,6
create:orange_valve_handle,3,6
create:magenta_valve_handle,3,6
create:light_blue_valve_handle,3,6
create:yellow_valve_handle,3,6
create:lime_valve_handle,3,6
create:pink_valve_handle,3,6
create:gray_valve_handle,3,6
create:light_gray_valve_handle,3,6
create:cyan_valve_handle,3,6
create:purple_valve_handle,3,6
create:blue_valve_handle,3,6
create:brown_valve_handle,3,6
create:green_valve_handle,3,6
create:red_valve_handle,3,6
create:black_valve_handle,3,6
create:fluid_tank,3,6
create:creative_fluid_tank,3,6
create:hose_pulley,3,6
create:item_drain,3,6
create:spout,3,6
create:portable_fluid_interface,3,6
create:steam_engine,3,6
create:steam_whistle,3,6
create:steam_whistle_extension,3,6
create:powered_shaft,1.5,6
create:mechanical_piston,1.5,6
create:sticky_mechanical_piston,1.5,6
create:piston_extension_pole,1.5,1.5
create:mechanical_piston_head,1.5,1.5
create:gantry_carriage,1.5,6
create:gantry_shaft,1.5,6
create:windmill_bearing,1.5,6
create:mechanical_bearing,1.5,6
create:clockwork_bearing,1.5,6
create:rope_pulley,1.5,6
create:rope,0,0
create:pulley_magnet,1.5,6
create:elevator_pulley,3,6
create:cart_assembler,1.5,6
create:controller_rail,0.7,0.7
create:minecart_anchor,1.5,6
create:linear_chassis,2,2
create:secondary_linear_chassis,2,2
create:radial_chassis,2,2
create:sticker,1.5,6
create:contraption_controls,1.5,6
create:mechanical_drill,1.5,6
create:mechanical_saw,1.5,6
create:deployer,1.5,6
create:portable_storage_interface,1.5,6
create:redstone_contact,1.5,6
create:elevator_contact,3,6
create:mechanical_harvester,1.5,6
create:mechanical_plough,1.5,6
create:mechanical_roller,1.5,6
create:sail_frame,2,2
create:white_sail,2,2
create:orange_sail,2,2
create:magenta_sail,2,2
create:light_blue_sail,2,2
create:yellow_sail,2,2
create:lime_sail,2,2
create:pink_sail,2,2
create:gray_sail,2,2
create:light_gray_sail,2,2
create:cyan_sail,2,2
create:purple_sail,2,2
create:blue_sail,2,2
create:brown_sail,2,2
create:green_sail,2,2
create:red_sail,2,2
create:black_sail,2,2
create:andesite_casing,1.5,6
create:brass_casing,1.5,6
create:copper_casing,1.5,6
create:shadow_steel_casing,1.5,6
create:refined_radiance_casing,1.5,6
create:mechanical_crafter,3,6
create:sequenced_gearshift,1.5,6
create:flywheel,3,6
create:rotation_speed_controller,3,6
create:mechanical_arm,3,6
create:track,0.8,0.8
create:fake_track,0,0
create:railway_casing,1.5,6
create:track_station,3,6
create:track_signal,3,6
create:track_observer,3,6
create:small_bogey,3,6
create:large_bogey,3,6
create:controls,3,6
create:item_vault,3,1200
create:andesite_funnel,1.5,6
create:andesite_belt_funnel,1.5,6
create:brass_funnel,3,6
create:brass_belt_funnel,3,6
create:andesite_tunnel,1.5,6
create:brass_tunnel,1.5,6
create:content_observer,1.5,6
create:stockpile_switch,1.5,6
create:creative_crate,1.5,6
create:display_link,3,6
create:display_board,3,6
create:nixie_tube,3,6
create:white_nixie_tube,3,6
create:magenta_nixie_tube,3,6
create:light_blue_nixie_tube,3,6
create:yellow_nixie_tube,3,6
create:lime_nixie_tube,3,6
create:pink_nixie_tube,3,6
create:gray_nixie_tube,3,6
create:light_gray_nixie_tube,3,6
create:cyan_nixie_tube,3,6
create:purple_nixie_tube,3,6
create:blue_nixie_tube,3,6
create:brown_nixie_tube,3,6
create:green_nixie_tube,3,6
create:red_nixie_tube,3,6
create:black_nixie_tube,3,6
create:rose_quartz_lamp,0.3,0.3
create:redstone_link,2,2
create:analog_lever,0.5,0.5
create:placard,3,6
create:pulse_repeater,0,0
create:pulse_extender,0,0
create:powered_latch,0,0
create:powered_toggle_latch,0,0
create:lectern_controller,2.5,2.5
create:copper_backtank,3,6
create:netherite_backtank,50,1200
create:peculiar_bell,3,6
create:haunted_bell,3,6
create:white_toolbox,2,2
create:orange_toolbox,2,2
create:magenta_toolbox,2,2
create:light_blue_toolbox,2,2
create:yellow_toolbox,2,2
create:lime_toolbox,2,2
create:pink_toolbox,2,2
create:gray_toolbox,2,2
create:light_gray_toolbox,2,2
create:cyan_toolbox,2,2
create:purple_toolbox,2,2
create:blue_toolbox,2,2
create:brown_toolbox,2,2
create:green_toolbox,2,2
create:red_toolbox,2,2
create:black_toolbox,2,2
create:clipboard,2,2
create:andesite_ladder,0.4,0.4
create:brass_ladder,0.4,0.4
create:copper_ladder,0.4,0.4
create:andesite_bars,5,6
create:brass_bars,5,6
create:copper_bars,5,6
create:andesite_scaffolding,0,0
create:brass_scaffolding,0,0
create:copper_scaffolding,0,0
create:metal_girder,3,6
create:metal_girder_encased_shaft,3,6
create:copycat_base,3,6
create:copycat_step,3,6
create:copycat_panel,3,6
create:copycat_bars,0,0
create:white_seat,2,2
create:orange_seat,2,2
create:magenta_seat,2,2
create:light_blue_seat,2,2
create:yellow_seat,2,2
create:lime_seat,2,2
create:pink_seat,2,2
create:gray_seat,2,2
create:light_gray_seat,2,2
create:cyan_seat,2,2
create:purple_seat,2,2
create:blue_seat,2,2
create:brown_seat,2,2
create:green_seat,2,2
create:red_seat,2,2
create:black_seat,2,2
create:andesite_door,3,6
create:brass_door,3,6
create:copper_door,3,6
create:train_door,3,6
create:train_trapdoor,3,6
create:framed_glass_door,3,6
create:framed_glass_trapdoor,3,6
create:zinc_ore,3,3
create:deepslate_zinc_ore,4.5,3
create:raw_zinc_block,5,6
create:zinc_block,5,6
create:andesite_alloy_block,1.5,6
create:industrial_iron_block,3,6
create:brass_block,5,6
create:experience_block,3,6
create:rose_quartz_block,1.5,1.5
create:rose_quartz_tiles,3,6
create:small_rose_quartz_tiles,3,6
create:copper_shingles,3,6
create:exposed_copper_shingles,3,6
create:weathered_copper_shingles,3,6
create:oxidized_copper_shingles,3,6
create:copper_shingle_slab,3,6
create:exposed_copper_shingle_slab,3,6
create:weathered_copper_shingle_slab,3,6
create:oxidized_copper_shingle_slab,3,6
create:copper_shingle_stairs,3,6
create:exposed_copper_shingle_stairs,3,6
create:weathered_copper_shingle_stairs,3,6
create:oxidized_copper_shingle_stairs,3,6
create:waxed_copper_shingles,3,6
create:waxed_exposed_copper_shingles,3,6
create:waxed_weathered_copper_shingles,3,6
create:waxed_oxidized_copper_shingles,3,6
create:waxed_copper_shingle_slab,3,6
create:waxed_exposed_copper_shingle_slab,3,6
create:waxed_weathered_copper_shingle_slab,3,6
create:waxed_oxidized_copper_shingle_slab,3,6
create:waxed_copper_shingle_stairs,3,6
create:waxed_exposed_copper_shingle_stairs,3,6
create:waxed_weathered_copper_shingle_stairs,3,6
create:waxed_oxidized_copper_shingle_stairs,3,6
create:copper_tiles,3,6
create:exposed_copper_tiles,3,6
create:weathered_copper_tiles,3,6
create:oxidized_copper_tiles,3,6
create:copper_tile_slab,3,6
create:exposed_copper_tile_slab,3,6
create:weathered_copper_tile_slab,3,6
create:oxidized_copper_tile_slab,3,6
create:copper_tile_stairs,3,6
create:exposed_copper_tile_stairs,3,6
create:weathered_copper_tile_stairs,3,6
create:oxidized_copper_tile_stairs,3,6
create:waxed_copper_tiles,3,6
create:waxed_exposed_copper_tiles,3,6
create:waxed_weathered_copper_tiles,3,6
create:waxed_oxidized_copper_tiles,3,6
create:waxed_copper_tile_slab,3,6
create:waxed_exposed_copper_tile_slab,3,6
create:waxed_weathered_copper_tile_slab,3,6
create:waxed_oxidized_copper_tile_slab,3,6
create:waxed_copper_tile_stairs,3,6
create:waxed_exposed_copper_tile_stairs,3,6
create:waxed_weathered_copper_tile_stairs,3,6
create:waxed_oxidized_copper_tile_stairs,3,6
create:tiled_glass,0.3,0.3
create:honey,100,100
create:chocolate,100,100
create:framed_glass,0.3,0.3
create:horizontal_framed_glass,0.3,0.3
create:vertical_framed_glass,0.3,0.3
create:tiled_glass_pane,0.3,0.3
create:framed_glass_pane,0.3,0.3
create:horizontal_framed_glass_pane,0.3,0.3
create:vertical_framed_glass_pane,0.3,0.3
create:oak_window,0.3,0.3
create:spruce_window,0.3,0.3
create:birch_window,0.3,0.3
create:jungle_window,0.3,0.3
create:acacia_window,0.3,0.3
create:dark_oak_window,0.3,0.3
create:mangrove_window,0.3,0.3
create:crimson_window,0.3,0.3
create:warped_window,0.3,0.3
create:ornate_iron_window,0.3,0.3
create:oak_window_pane,0.3,0.3
create:spruce_window_pane,0.3,0.3
create:birch_window_pane,0.3,0.3
create:jungle_window_pane,0.3,0.3
create:acacia_window_pane,0.3,0.3
create:dark_oak_window_pane,0.3,0.3
create:mangrove_window_pane,0.3,0.3
create:crimson_window_pane,0.3,0.3
create:warped_window_pane,0.3,0.3
create:ornate_iron_window_pane,0.3,0.3
create:cut_granite,1.5,6
create:cut_granite_stairs,1.5,6
create:cut_granite_slab,1.5,6
create:cut_granite_wall,1.5,6
create:polished_cut_granite,1.5,6
create:polished_cut_granite_stairs,1.5,6
create:polished_cut_granite_slab,1.5,6
create:polished_cut_granite_wall,1.5,6
create:cut_granite_bricks,1.5,6
create:cut_granite_brick_stairs,1.5,6
create:cut_granite_brick_slab,1.5,6
create:cut_granite_brick_wall,1.5,6
create:small_granite_bricks,1.5,6
create:small_granite_brick_stairs,1.5,6
create:small_granite_brick_slab,1.5,6
create:small_granite_brick_wall,1.5,6
create:layered_granite,1.5,6
create:granite_pillar,1.5,6
create:cut_diorite,1.5,6
create:cut_diorite_stairs,1.5,6
create:cut_diorite_slab,1.5,6
create:cut_diorite_wall,1.5,6
create:polished_cut_diorite,1.5,6
create:polished_cut_diorite_stairs,1.5,6
create:polished_cut_diorite_slab,1.5,6
create:polished_cut_diorite_wall,1.5,6
create:cut_diorite_bricks,1.5,6
create:cut_diorite_brick_stairs,1.5,6
create:cut_diorite_brick_slab,1.5,6
create:cut_diorite_brick_wall,1.5,6
create:small_diorite_bricks,1.5,6
create:small_diorite_brick_stairs,1.5,6
create:small_diorite_brick_slab,1.5,6
create:small_diorite_brick_wall,1.5,6
create:layered_diorite,1.5,6
create:diorite_pillar,1.5,6
create:cut_andesite,1.5,6
create:cut_andesite_stairs,1.5,6
create:cut_andesite_slab,1.5,6
create:cut_andesite_wall,1.5,6
create:polished_cut_andesite,1.5,6
create:polished_cut_andesite_stairs,1.5,6
create:polished_cut_andesite_slab,1.5,6
create:polished_cut_andesite_wall,1.5,6
create:cut_andesite_bricks,1.5,6
create:cut_andesite_brick_stairs,1.5,6
create:cut_andesite_brick_slab,1.5,6
create:cut_andesite_brick_wall,1.5,6
create:small_andesite_bricks,1.5,6
create:small_andesite_brick_stairs,1.5,6
create:small_andesite_brick_slab,1.5,6
create:small_andesite_brick_wall,1.5,6
create:layered_andesite,1.5,6
create:andesite_pillar,1.5,6
create:cut_calcite,0.75,0.75
create:cut_calcite_stairs,0.75,0.75
create:cut_calcite_slab,0.75,0.75
create:cut_calcite_wall,0.75,0.75
create:polished_cut_calcite,0.75,0.75
create:polished_cut_calcite_stairs,0.75,0.75
create:polished_cut_calcite_slab,0.75,0.75
create:polished_cut_calcite_wall,0.75,0.75
create:cut_calcite_bricks,0.75,0.75
create:cut_calcite_brick_stairs,0.75,0.75
create:cut_calcite_brick_slab,0.75,0.75
create:cut_calcite_brick_wall,0.75,0.75
create:small_calcite_bricks,0.75,0.75
create:small_calcite_brick_stairs,0.75,0.75
create:small_calcite_brick_slab,0.75,0.75
create:small_calcite_brick_wall,0.75,0.75
create:layered_calcite,0.75,0.75
create:calcite_pillar,0.75,0.75
create:cut_dripstone,1.5,1
create:cut_dripstone_stairs,1.5,1
create:cut_dripstone_slab,1.5,1
create:cut_dripstone_wall,1.5,1
create:polished_cut_dripstone,1.5,1
create:polished_cut_dripstone_stairs,1.5,1
create:polished_cut_dripstone_slab,1.5,1
create:polished_cut_dripstone_wall,1.5,1
create:cut_dripstone_bricks,1.5,1
create:cut_dripstone_brick_stairs,1.5,1
create:cut_dripstone_brick_slab,1.5,1
create:cut_dripstone_brick_wall,1.5,1
create:small_dripstone_bricks,1.5,1
create:small_dripstone_brick_stairs,1.5,1
create:small_dripstone_brick_slab,1.5,1
create:small_dripstone_brick_wall,1.5,1
create:layered_dripstone,1.5,1
create:dripstone_pillar,1.5,1
create:cut_deepslate,3,6
create:cut_deepslate_stairs,3,6
create:cut_deepslate_slab,3,6
create:cut_deepslate_wall,3,6
create:polished_cut_deepslate,3,6
create:polished_cut_deepslate_stairs,3,6
create:polished_cut_deepslate_slab,3,6
create:polished_cut_deepslate_wall,3,6
create:cut_deepslate_bricks,3,6
create:cut_deepslate_brick_stairs,3,6
create:cut_deepslate_brick_slab,3,6
create:cut_deepslate_brick_wall,3,6
create:small_deepslate_bricks,3,6
create:small_deepslate_brick_stairs,3,6
create:small_deepslate_brick_slab,3,6
create:small_deepslate_brick_wall,3,6
create:layered_deepslate,3,6
create:deepslate_pillar,3,6
create:cut_tuff,1.5,6
create:cut_tuff_stairs,1.5,6
create:cut_tuff_slab,1.5,6
create:cut_tuff_wall,1.5,6
create:polished_cut_tuff,1.5,6
create:polished_cut_tuff_stairs,1.5,6
create:polished_cut_tuff_slab,1.5,6
create:polished_cut_tuff_wall,1.5,6
create:cut_tuff_bricks,1.5,6
create:cut_tuff_brick_stairs,1.5,6
create:cut_tuff_brick_slab,1.5,6
create:cut_tuff_brick_wall,1.5,6
create:small_tuff_bricks,1.5,6
create:small_tuff_brick_stairs,1.5,6
create:small_tuff_brick_slab,1.5,6
create:small_tuff_brick_wall,1.5,6
create:layered_tuff,1.5,6
create:tuff_pillar,1.5,6
create:asurine,1.25,6
create:cut_asurine,1.25,6
create:cut_asurine_stairs,1.25,6
create:cut_asurine_slab,1.25,6
create:cut_asurine_wall,1.25,6
create:polished_cut_asurine,1.25,6
create:polished_cut_asurine_stairs,1.25,6
create:polished_cut_asurine_slab,1.25,6
create:polished_cut_asurine_wall,1.25,6
create:cut_asurine_bricks,1.25,6
create:cut_asurine_brick_stairs,1.25,6
create:cut_asurine_brick_slab,1.25,6
create:cut_asurine_brick_wall,1.25,6
create:small_asurine_bricks,1.25,6
create:small_asurine_brick_stairs,1.25,6
create:small_asurine_brick_slab,1.25,6
create:small_asurine_brick_wall,1.25,6
create:layered_asurine,1.25,6
create:asurine_pillar,1.25,6
create:crimsite,1.25,6
create:cut_crimsite,1.25,6
create:cut_crimsite_stairs,1.25,6
create:cut_crimsite_slab,1.25,6
create:cut_crimsite_wall,1.25,6
create:polished_cut_crimsite,1.25,6
create:polished_cut_crimsite_stairs,1.25,6
create:polished_cut_crimsite_slab,1.25,6
create:polished_cut_crimsite_wall,1.25,6
create:cut_crimsite_bricks,1.25,6
create:cut_crimsite_brick_stairs,1.25,6
create:cut_crimsite_brick_slab,1.25,6
create:cut_crimsite_brick_wall,1.25,6
create:small_crimsite_bricks,1.25,6
create:small_crimsite_brick_stairs,1.25,6
create:small_crimsite_brick_slab,1.25,6
create:small_crimsite_brick_wall,1.25,6
create:layered_crimsite,1.25,6
create:crimsite_pillar,1.25,6
create:limestone,1.25,0.8
create:cut_limestone,1.25,0.8
create:cut_limestone_stairs,1.25,0.8
create:cut_limestone_slab,1.25,0.8
create:cut_limestone_wall,1.25,0.8
create:polished_cut_limestone,1.25,0.8
create:polished_cut_limestone_stairs,1.25,0.8
create:polished_cut_limestone_slab,1.25,0.8
create:polished_cut_limestone_wall,1.25,0.8
create:cut_limestone_bricks,1.25,0.8
create:cut_limestone_brick_stairs,1.25,0.8
create:cut_limestone_brick_slab,1.25,0.8
create:cut_limestone_brick_wall,1.25,0.8
create:small_limestone_bricks,1.25,0.8
create:small_limestone_brick_stairs,1.25,0.8
create:small_limestone_brick_slab,1.25,0.8
create:small_limestone_brick_wall,1.25,0.8
create:layered_limestone,1.25,0.8
create:limestone_pillar,1.25,0.8
create:ochrum,1.25,0.75
create:cut_ochrum,1.25,0.75
create:cut_ochrum_stairs,1.25,0.75
create:cut_ochrum_slab,1.25,0.75
create:cut_ochrum_wall,1.25,0.75
create:polished_cut_ochrum,1.25,0.75
create:polished_cut_ochrum_stairs,1.25,0.75
create:polished_cut_ochrum_slab,1.25,0.75
create:polished_cut_ochrum_wall,1.25,0.75
create:cut_ochrum_bricks,1.25,0.75
create:cut_ochrum_brick_stairs,1.25,0.75
create:cut_ochrum_brick_slab,1.25,0.75
create:cut_ochrum_brick_wall,1.25,0.75
create:small_ochrum_bricks,1.25,0.75
create:small_ochrum_brick_stairs,1.25,0.75
create:small_ochrum_brick_slab,1.25,0.75
create:small_ochrum_brick_wall,1.25,0.75
create:layered_ochrum,1.25,0.75
create:ochrum_pillar,1.25,0.75
create:scoria,1.5,6
create:cut_scoria,1.5,6
create:cut_scoria_stairs,1.5,6
create:cut_scoria_slab,1.5,6
create:cut_scoria_wall,1.5,6
create:polished_cut_scoria,1.5,6
create:polished_cut_scoria_stairs,1.5,6
